Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
4513,4,white_wine,8.25,1.02,4.23,3.33,14.36,22.10,2.51,4.50,15.40,22.86,1.60,2.17,4.53,6.90,0.09,9.232999999999999
4514,4,white_wine,7.85,1.02,4.54,3.42,1.82,26.70,0.79,3.90,60.50,71.95,1.33,2.48,5.84,9.15,0.09,4.0905
4515,4,red_wine,7.70,1.02,2.43,3.50,2.30,26.10,4.49,2.55,5.50,12.26,1.43,3.97,5.69,0.60,0.36,4.241999999999999
4516,3,red_wine,7.85,1.02,2.74,3.65,1.73,25.90,7.66,0.00,5.50,16.28,1.48,5.39,5.26,0.35,0.02,4.0889999999999995
4517,3,white_wine,7.50,1.02,3.29,3.43,17.55,24.10,1.98,6.30,37.40,52.02,1.31,2.54,2.92,6.90,0.13,10.2615
4518,4,red_wine,7.85,1.02,7.45,3.59,2.77,28.10,4.62,5.10,27.50,48.76,0.73,4.40,5.84,4.00,0.05,4.4959999999999996
4519,4,white_wine,9.10,1.01,4.03,3.41,1.25,24.30,1.58,4.50,3.30,10.06,1.39,0.62,2.04,1.10,0.12,4.297499999999999
4520,4,white_wine,8.30,1.02,2.10,3.49,8.00,24.10,1.58,4.65,30.80,35.21,1.31,2.54,5.11,10.35,0.09,6.7305
4521,3,white_wine,8.00,1.02,3.66,3.38,6.38,21.90,3.83,2.10,36.30,42.16,1.25,1.67,5.99,8.95,0.10,5.961
4522,5,white_wine,9.25,1.01,2.93,3.59,1.82,20.30,4.49,0.15,26.40,47.53,1.65,0.50,2.04,4.80,0.22,4.6049999999999995
4523,3,white_wine,7.50,1.02,5.19,3.35,17.40,22.70,3.30,3.00,38.50,57.54,1.35,3.53,4.23,7.75,0.13,10.189499999999999
4524,5,white_wine,8.50,1.01,3.54,3.64,2.40,23.90,2.64,4.05,45.10,49.75,1.07,1.67,3.94,5.75,0.09,4.582
4525,4,white_wine,8.35,1.02,7.81,3.34,7.33,27.30,1.06,7.35,8.80,18.17,1.52,2.11,5.40,2.85,0.22,6.4575
4526,5,white_wine,8.18,1.02,0.69,3.53,6.19,22.30,1.06,5.10,33.00,42.81,1.19,1.55,5.26,5.40,0.03,5.9704999999999995
4527,5,white_wine,8.35,1.02,2.33,3.32,10.76,23.30,1.58,4.05,30.80,42.17,1.29,1.80,3.21,6.20,0.18,7.826499999999999
4528,4,white_wine,7.95,1.02,2.90,3.46,12.94,26.10,2.77,4.35,27.50,42.76,1.54,2.29,2.19,5.35,0.05,8.5795
4529,5,red_wine,8.10,1.02,3.56,3.40,2.77,29.30,3.96,4.65,16.50,25.30,0.82,5.39,7.01,2.15,0.32,4.555
4530,4,white_wine,8.45,1.02,7.50,3.20,13.22,23.90,1.45,5.25,52.80,64.97,1.21,1.80,5.99,5.60,0.08,8.8275
4531,3,red_wine,8.05,1.02,6.34,3.51,2.40,26.10,6.86,3.30,26.40,44.47,1.71,4.40,3.94,4.95,0.17,4.406
4532,2,red_wine,8.60,1.02,5.28,3.74,2.58,23.50,12.67,1.20,19.80,28.39,1.35,3.60,5.11,1.30,0.06,4.705
4533,4,white_wine,7.75,1.02,5.92,3.39,3.53,23.90,2.90,3.75,27.50,32.46,1.19,1.98,4.09,5.90,0.05,4.734999999999999
4534,5,white_wine,9.10,1.01,15.61,3.45,2.02,20.50,1.72,4.65,17.60,34.69,1.71,2.42,2.19,2.75,0.26,4.6114999999999995
4535,4,white_wine,8.50,1.01,6.27,3.43,2.02,22.10,1.19,5.40,14.30,29.91,1.19,2.05,4.67,2.75,0.06,4.398499999999999
4536,4,white_wine,7.95,1.02,3.57,3.71,7.24,22.70,2.38,3.60,40.70,53.06,0.99,1.86,6.13,8.30,0.07,6.337
4537,4,white_wine,8.50,1.01,1.81,3.33,2.87,21.10,3.10,5.70,9.90,25.24,1.77,1.49,5.40,3.15,0.09,4.7235
4538,3,red_wine,8.35,1.02,3.51,3.54,6.01,24.70,4.88,5.40,12.10,26.99,1.73,4.03,8.91,4.05,0.02,5.9595
4539,3,white_wine,7.60,1.01,1.79,3.29,2.11,22.10,2.64,3.75,7.70,20.64,1.39,2.05,4.82,5.10,0.17,4.0985
4540,2,white_wine,8.70,1.01,8.38,3.70,1.63,20.70,5.15,1.50,11.00,21.28,1.15,1.67,4.67,3.40,0.08,4.353
4541,4,white_wine,8.60,1.02,0.73,3.37,5.34,24.70,2.38,5.40,33.00,47.82,2.02,1.92,5.40,6.75,0.13,5.7535
4542,4,white_wine,8.80,1.01,0.86,3.30,2.02,23.50,0.92,5.70,20.90,35.24,1.35,1.74,4.53,3.90,0.21,4.484
4543,3,white_wine,7.40,1.02,1.25,3.37,11.80,22.30,3.43,4.65,49.50,60.43,1.15,2.73,3.80,11.60,0.10,7.9175
4544,6,red_wine,9.65,1.01,6.02,3.41,2.77,25.90,6.07,5.10,7.70,21.94,1.30,4.15,7.30,0.55,0.37,5.098
4545,3,red_wine,8.35,1.02,11.26,3.76,2.49,27.70,4.36,9.60,8.80,11.18,1.11,5.21,6.42,1.80,0.04,4.5845
4546,5,white_wine,8.55,1.01,4.02,3.43,2.58,23.30,1.72,5.85,33.00,46.50,1.47,1.98,5.26,4.80,0.12,4.640000000000001
4547,3,white_wine,7.10,1.02,0.25,3.55,1.30,19.10,1.45,3.15,96.80,109.42,1.18,1.49,2.92,7.65,0.12,3.6394999999999995
4548,4,white_wine,8.70,1.01,4.71,3.34,1.54,24.10,3.30,4.80,40.70,55.11,1.26,2.73,0.88,6.60,0.20,4.263
4549,3,red_wine,7.75,1.02,5.52,3.42,2.30,26.30,9.31,7.80,39.60,57.66,1.29,7.01,6.86,7.35,0.09,4.2475
4550,6,red_wine,8.75,1.02,0.57,3.44,2.30,24.50,3.96,4.65,15.40,28.59,1.41,2.91,7.88,1.15,0.17,4.6005
4551,4,red_wine,9.35,1.02,1.16,3.44,3.15,30.50,3.70,9.60,9.90,22.85,2.08,7.01,6.42,1.75,0.16,5.150499999999999
4552,5,white_wine,8.30,1.02,6.34,3.36,12.46,25.10,1.06,5.70,76.45,87.16,1.06,2.11,8.76,7.85,0.11,8.495000000000001
4553,4,white_wine,8.50,1.02,6.32,3.19,11.94,26.90,6.60,4.05,39.60,48.88,0.92,1.49,2.48,5.50,0.10,8.331499999999998
4554,5,white_wine,8.75,1.02,1.39,3.33,11.04,25.50,4.75,3.60,44.00,53.04,1.50,1.36,3.07,8.05,0.06,8.079999999999998
4555,4,white_wine,7.55,1.02,0.47,3.31,17.31,22.10,2.64,3.60,45.10,52.20,1.16,2.36,3.36,5.25,0.16,10.165
4556,4,red_wine,8.85,1.02,10.28,3.51,2.87,24.50,4.09,6.60,23.10,38.75,1.98,3.53,9.05,2.10,0.17,4.874
4557,3,white_wine,9.30,1.01,2.43,3.47,1.73,21.70,6.07,0.00,42.90,54.66,1.09,1.49,1.90,5.05,0.03,4.5685
4558,5,white_wine,8.95,1.01,10.41,3.37,1.35,24.10,2.11,5.25,45.10,51.07,1.45,1.43,2.19,4.90,0.16,4.279
4559,3,red_wine,7.85,1.02,11.86,3.68,2.11,22.90,6.47,0.30,3.30,8.14,1.89,3.60,6.72,0.25,0.23,4.2455
4560,3,white_wine,9.45,1.01,2.12,3.49,4.87,21.30,4.09,3.60,28.60,36.79,1.02,1.55,2.04,3.55,0.01,5.88
4561,3,white_wine,8.00,1.02,5.13,3.35,6.48,22.90,3.04,6.00,41.80,49.31,1.39,1.86,4.38,9.25,0.04,5.9965
4562,4,white_wine,7.65,1.02,4.85,3.27,12.65,24.70,2.64,8.10,67.10,82.74,1.19,2.48,3.36,7.30,0.01,8.33
4563,3,white_wine,7.65,1.02,1.47,3.14,14.17,24.30,3.04,7.50,5.50,17.77,1.68,3.10,3.21,7.10,0.02,8.9185
4564,4,white_wine,8.05,1.02,4.32,3.40,9.80,23.90,0.79,4.35,31.90,35.27,1.59,2.91,1.61,4.25,0.21,7.349500000000001
4565,4,white_wine,8.80,1.01,2.13,3.46,2.02,24.10,2.11,3.75,51.70,65.45,1.39,2.05,2.92,9.15,0.01,4.508
4566,4,white_wine,7.50,1.02,8.57,3.35,15.51,22.10,3.43,9.90,27.50,37.88,1.64,2.29,4.09,7.90,0.07,9.4335
4567,3,white_wine,7.50,1.02,6.62,3.22,12.56,24.90,2.77,7.20,66.55,78.90,1.61,1.74,1.75,8.80,0.07,8.234000000000002
4568,5,red_wine,8.35,1.02,1.02,3.53,2.11,25.50,6.60,0.15,12.10,10.05,0.53,4.90,4.96,0.60,0.42,4.398
4569,3,white_wine,7.80,1.02,8.56,3.31,13.32,26.50,3.96,7.35,62.70,79.43,1.07,2.05,4.67,8.00,0.12,8.656500000000001
4570,4,red_wine,7.85,1.02,2.75,3.38,2.58,32.50,7.79,8.25,5.50,12.83,1.83,4.65,7.15,0.35,0.33,4.3885
4571,5,white_wine,9.25,1.02,3.88,3.34,9.52,25.30,2.77,7.35,48.40,56.94,0.99,1.30,2.34,9.55,0.20,7.648499999999999
4572,5,red_wine,9.35,1.02,6.33,3.62,2.68,23.30,5.81,1.20,13.20,29.49,1.88,3.78,7.30,1.00,0.11,4.9895
4573,3,red_wine,8.15,1.02,18.75,3.24,2.30,29.90,6.47,3.75,12.10,31.31,1.58,5.89,9.93,4.15,0.01,4.3605
4574,2,white_wine,7.40,1.02,11.79,3.29,10.66,24.50,4.22,9.30,75.90,82.78,1.18,1.98,3.94,9.15,0.06,7.4495000000000005
4575,4,white_wine,9.00,1.01,6.64,3.51,2.21,25.50,1.85,6.30,9.90,26.36,1.27,2.67,3.94,4.05,0.07,4.6615
4576,3,white_wine,7.85,1.02,3.99,3.22,9.90,25.50,4.62,5.55,23.10,34.82,0.99,9.92,6.13,10.20,0.05,7.2925
4577,3,red_wine,7.65,1.02,2.61,3.36,2.87,26.90,6.73,4.35,33.00,45.44,1.19,6.20,4.09,5.65,0.13,4.4315
4578,3,white_wine,8.80,1.01,0.47,3.40,2.30,24.30,2.38,4.50,13.20,29.55,1.49,1.36,3.94,6.10,0.23,4.611
4579,3,white_wine,8.45,1.01,5.74,3.39,1.92,24.70,2.64,5.25,33.00,41.64,2.19,2.79,3.65,7.10,0.17,4.334999999999999
4580,4,red_wine,8.55,1.02,6.82,3.72,1.92,23.10,10.82,0.00,8.80,16.61,1.69,2.67,5.99,0.55,0.26,4.4205
4581,4,white_wine,8.20,1.02,2.06,3.83,1.63,22.90,1.06,3.75,20.90,25.29,0.84,2.36,4.67,3.55,0.07,4.198499999999999
4582,5,white_wine,7.85,1.02,3.77,3.20,13.27,23.90,3.70,4.20,55.00,63.95,0.93,2.42,5.55,9.15,0.03,8.6375
4583,4,red_wine,8.30,1.02,4.19,3.53,5.25,30.30,7.52,5.55,11.00,17.82,1.10,6.26,6.13,2.95,0.09,5.6365
4584,4,white_wine,9.67,1.01,5.49,3.45,2.02,22.10,2.51,6.00,18.70,26.49,2.11,0.74,10.66,3.80,0.27,4.810999999999999
4585,4,white_wine,8.00,1.02,7.96,3.39,14.94,24.10,0.92,5.70,58.30,73.12,0.41,2.23,2.92,5.70,0.09,9.3865
4586,4,white_wine,9.10,1.02,2.15,3.50,19.35,25.50,4.62,15.00,45.10,60.13,1.26,1.43,4.09,7.90,0.13,11.552
4587,5,red_wine,9.35,1.02,1.76,3.52,2.68,26.70,3.04,5.85,17.60,19.59,1.55,4.28,8.03,1.85,0.38,4.974499999999999
4588,4,white_wine,7.90,1.02,0.45,3.29,9.90,25.30,1.98,7.35,48.40,56.42,1.17,1.67,5.26,8.80,0.15,7.320500000000001
4589,4,white_wine,8.15,1.02,2.22,3.35,7.24,25.70,2.24,4.20,49.50,65.97,1.10,1.92,5.55,8.65,0.05,6.353
4590,5,white_wine,9.40,1.01,2.28,3.31,1.44,21.70,2.90,6.30,19.80,39.38,1.67,1.67,3.50,5.35,0.10,4.4635
4591,3,white_wine,8.10,1.02,6.45,3.74,2.11,24.50,0.92,5.85,22.00,40.06,1.70,2.11,3.65,7.65,0.08,4.342
4592,4,white_wine,8.10,1.02,11.38,3.50,6.77,21.50,3.70,3.15,55.00,60.42,1.69,1.80,5.99,8.00,0.20,6.17
4593,4,white_wine,7.50,1.02,3.62,3.36,17.59,22.50,3.56,3.00,35.20,39.93,1.32,3.72,4.09,7.60,0.03,10.267
4594,5,white_wine,8.30,1.02,3.45,3.82,1.92,22.90,1.32,4.65,38.50,41.31,1.74,2.48,6.57,6.05,0.14,4.348
4595,3,white_wine,7.60,1.02,5.76,3.48,11.32,24.90,4.75,3.00,47.30,61.00,1.55,2.48,3.21,7.55,0.04,7.812
4596,3,white_wine,7.90,1.02,7.61,3.24,2.11,29.70,1.06,6.90,24.20,43.75,1.86,2.29,6.57,6.20,0.28,4.197
4597,4,white_wine,8.40,1.02,4.19,3.33,10.38,24.50,1.72,4.65,38.50,46.69,1.26,1.61,2.63,5.80,0.11,7.6935
4598,3,white_wine,8.95,1.02,6.70,3.40,12.37,24.50,3.43,5.10,6.60,21.73,1.33,2.42,2.63,1.75,0.00,8.692499999999999
4599,5,white_wine,9.45,1.01,7.58,3.60,2.40,22.30,2.90,4.50,53.90,65.92,1.17,1.36,3.07,7.85,0.07,4.9085
4600,3,white_wine,7.95,1.02,5.52,3.16,16.74,26.10,2.24,1.95,52.80,62.36,1.76,1.67,3.50,10.65,0.07,10.054499999999999
4601,3,white_wine,7.70,1.02,5.29,3.36,16.31,25.30,3.17,8.70,46.20,53.00,1.41,2.54,4.67,7.85,0.01,9.825
4602,4,white_wine,7.95,1.02,7.96,3.65,5.06,22.90,0.26,5.25,33.00,49.90,1.49,2.42,8.32,4.85,0.12,5.4559999999999995
4603,5,white_wine,8.85,1.01,9.33,3.54,1.73,23.10,1.06,5.10,30.80,48.35,1.43,1.24,6.13,6.35,0.01,4.4215
4604,4,white_wine,8.10,1.02,9.67,3.57,3.92,25.70,2.24,6.15,39.60,49.02,1.70,2.05,3.36,7.15,0.08,5.0405
4605,6,white_wine,8.00,1.02,7.39,3.40,10.19,24.10,0.53,4.35,44.00,62.43,0.98,1.86,2.34,4.60,0.17,7.4879999999999995
4606,4,white_wine,8.85,1.02,13.84,3.40,6.48,25.50,2.38,5.10,38.50,43.35,0.94,2.54,7.01,7.85,0.03,6.3015
4607,4,white_wine,8.35,1.02,11.78,3.34,10.47,25.30,1.45,5.70,51.70,68.97,1.07,3.16,2.34,8.40,0.18,7.7135
4608,3,white_wine,7.60,1.02,5.48,3.35,7.62,23.70,3.04,4.80,37.40,57.17,1.20,2.67,2.34,6.85,0.14,6.3125
4609,5,red_wine,8.95,1.02,5.79,3.55,2.77,25.90,7.52,0.15,17.60,21.21,1.69,4.28,7.59,1.60,0.34,4.875
4610,4,white_wine,8.15,1.02,7.99,3.41,2.21,25.30,1.06,6.15,28.60,32.69,1.59,2.36,4.53,7.25,0.01,4.35
4611,3,white_wine,8.80,1.01,3.47,3.66,1.92,22.70,1.06,6.00,63.80,73.06,1.57,1.49,4.53,7.10,0.08,4.498
4612,3,red_wine,7.95,1.02,9.58,3.63,2.02,23.70,6.73,1.50,36.30,57.07,1.18,3.35,6.57,2.35,0.32,4.236999999999999
4613,5,white_wine,8.25,1.02,4.20,3.38,8.95,25.70,2.64,4.80,36.30,51.66,1.76,1.67,2.48,5.45,0.09,7.076499999999999
4614,4,white_wine,8.80,1.01,4.39,3.45,5.53,21.90,2.38,4.35,36.30,47.20,1.31,2.29,2.77,5.50,0.21,5.910500000000001
4615,3,white_wine,8.20,1.02,4.45,3.37,4.49,25.50,2.64,4.35,26.40,41.51,1.05,2.60,2.48,6.80,0.16,5.2735
4616,4,red_wine,8.05,1.02,5.96,3.47,2.40,25.30,4.62,4.65,13.20,27.86,1.05,3.72,4.67,3.40,0.35,4.3999999999999995
4617,3,white_wine,7.60,1.01,14.43,3.41,1.35,24.10,5.94,0.30,41.80,56.96,1.50,1.67,1.46,5.05,0.10,3.8124999999999996
4618,5,white_wine,9.60,1.02,5.46,3.40,15.12,22.10,2.64,4.05,33.00,40.00,1.55,1.67,3.21,6.40,0.10,10.02
4619,5,white_wine,9.50,1.01,6.40,3.30,2.68,23.50,3.04,4.50,31.90,43.26,1.91,1.80,2.04,3.85,0.15,4.993
4620,4,white_wine,8.60,1.01,2.62,3.39,4.77,20.10,3.30,2.70,42.90,54.86,1.64,1.43,2.63,5.90,0.11,5.5275
4621,3,white_wine,7.90,1.02,5.95,3.24,6.77,23.50,3.04,6.60,30.80,45.65,0.75,2.79,3.21,7.70,0.05,6.061
4622,3,white_wine,7.65,1.02,14.95,3.44,11.61,23.90,4.75,2.70,27.50,42.98,1.67,2.60,3.80,6.00,0.19,7.9395
4623,3,white_wine,7.85,1.02,4.05,3.31,1.63,25.30,2.24,5.10,36.30,44.86,1.17,2.91,4.23,8.50,0.24,3.9979999999999998
4624,4,white_wine,7.80,1.02,8.01,3.41,8.47,23.30,1.98,5.55,49.50,62.64,1.40,1.67,3.80,7.35,0.15,6.7315000000000005
4625,4,white_wine,8.60,1.01,5.59,3.43,1.44,22.50,1.06,4.80,80.30,97.09,1.27,1.67,2.77,8.90,0.05,4.201499999999999
4626,3,red_wine,7.70,1.02,7.06,3.44,2.68,28.10,4.75,7.35,27.50,41.77,1.56,4.28,5.26,5.75,0.20,4.385
4627,4,red_wine,10.10,1.01,4.37,3.92,1.92,20.10,3.96,0.15,27.50,36.76,1.80,2.42,7.74,2.70,0.19,4.991999999999999
4628,4,white_wine,9.35,1.01,5.17,3.16,6.58,25.90,3.43,6.60,50.60,58.76,1.65,1.12,2.19,6.00,0.21,6.4795
4629,4,white_wine,9.05,1.01,1.10,3.17,2.02,25.90,2.51,4.05,26.40,38.75,0.87,1.55,4.23,5.80,0.06,4.552
4630,5,white_wine,9.60,1.01,7.13,3.78,2.68,20.50,3.04,3.00,28.60,42.50,1.09,1.12,3.36,5.55,0.15,5.1
4631,4,white_wine,9.20,1.01,10.13,3.12,4.77,26.10,3.30,4.80,33.00,42.21,1.40,1.98,7.59,8.70,0.16,5.696999999999999
4632,4,red_wine,8.15,1.02,1.47,3.39,2.49,30.10,6.34,3.60,19.80,33.27,1.54,4.34,4.96,2.60,0.36,4.4590000000000005
4633,4,white_wine,8.50,1.02,5.40,3.78,5.53,22.90,0.86,7.35,58.30,65.43,1.82,2.42,3.21,7.90,0.23,5.856
4634,4,white_wine,7.55,1.02,7.39,3.38,14.08,23.30,3.56,4.35,58.30,84.63,0.67,2.17,5.26,8.55,0.20,8.8835
4635,3,white_wine,8.10,1.02,5.25,3.18,2.58,26.50,2.11,4.50,24.20,37.01,1.29,2.54,4.09,5.00,0.11,4.446
4636,4,white_wine,7.45,1.02,3.31,3.30,10.85,24.50,4.09,9.45,59.40,72.88,1.30,2.17,3.21,7.50,0.11,7.544499999999999
4637,5,white_wine,7.45,1.02,1.36,3.10,15.12,24.90,1.06,4.05,26.40,24.65,1.08,2.54,3.07,6.45,0.24,9.2225
4638,2,white_wine,8.60,1.01,11.96,3.35,1.16,22.10,7.06,0.60,7.70,13.55,1.66,1.43,2.63,2.20,0.15,4.0775
4639,3,red_wine,7.95,1.02,0.73,3.47,2.21,25.50,6.07,3.90,24.20,42.29,1.04,4.96,5.40,7.05,0.28,4.289
4640,3,white_wine,7.85,1.02,3.10,3.15,8.57,24.30,1.72,4.05,27.50,35.07,1.48,2.91,4.38,5.25,0.01,6.75
4641,4,white_wine,7.95,1.02,8.72,3.74,8.19,24.90,2.90,7.35,52.80,61.14,1.11,2.85,5.26,9.10,0.06,6.721499999999999
4642,3,white_wine,8.65,1.02,2.30,3.25,9.04,23.90,2.64,5.55,16.50,24.18,1.38,1.74,4.67,3.50,0.10,7.232999999999999
4643,3,white_wine,8.20,1.02,5.99,3.46,8.57,23.50,2.44,3.30,58.30,68.14,2.02,2.42,2.77,9.60,0.03,6.9190000000000005
4644,4,white_wine,7.85,1.02,4.28,3.45,10.47,23.10,2.77,6.30,71.50,86.06,0.71,2.05,4.53,9.80,0.07,7.555
4645,4,white_wine,8.05,1.02,10.94,3.49,12.37,21.50,4.03,0.60,23.10,35.80,1.40,1.55,5.99,5.45,0.09,8.391
4646,3,white_wine,7.55,1.02,6.92,3.24,18.21,24.50,2.51,6.90,48.40,57.51,1.48,2.67,4.38,12.45,0.21,10.5145
4647,3,white_wine,8.40,1.02,4.64,3.37,2.21,22.10,2.64,5.25,16.50,35.78,1.66,1.74,6.86,5.70,0.14,4.4315
4648,4,white_wine,7.95,1.02,8.43,3.35,1.82,26.90,1.06,4.95,16.50,27.16,1.16,1.49,2.92,4.60,0.02,4.114999999999999
4649,4,white_wine,8.00,1.02,7.37,3.32,8.57,,1.98,4.35,70.40,71.15,1.43,2.73,1.46,7.00,0.15,6.827999999999999
4650,4,white_wine,9.35,1.01,4.21,3.24,3.15,23.30,3.96,4.35,15.40,25.69,1.42,1.61,2.19,4.75,0.03,5.1194999999999995
4651,3,white_wine,7.70,1.02,2.73,3.21,13.04,24.50,3.04,7.50,73.70,85.85,0.79,2.91,3.65,9.45,0.26,8.4945
4652,5,white_wine,7.75,1.02,0.24,3.39,14.55,24.10,2.90,5.70,64.90,77.90,1.68,1.43,5.69,8.75,0.10,9.143
4653,4,white_wine,7.70,1.02,8.35,3.41,7.14,25.30,1.32,4.20,30.80,42.17,1.00,1.98,2.92,5.20,0.14,6.164499999999999
4654,4,white_wine,8.40,1.02,2.47,3.39,5.34,25.90,1.32,7.35,38.50,53.07,1.14,2.60,3.80,7.55,0.06,5.6865
4655,4,white_wine,9.60,1.01,7.29,3.34,3.15,23.50,5.28,7.35,29.70,45.99,1.69,1.30,2.63,5.80,0.03,5.2219999999999995
4656,5,white_wine,8.35,1.02,1.75,4.05,5.29,20.70,2.38,3.45,51.70,66.24,1.99,1.55,4.23,7.70,0.13,5.747999999999999
4657,3,white_wine,8.30,1.01,8.84,3.52,1.82,22.30,2.11,4.50,23.10,23.43,1.43,2.23,4.67,2.75,0.12,4.2620000000000005
4658,3,white_wine,7.65,1.02,4.69,3.29,15.60,22.70,2.97,3.30,27.50,40.74,1.96,3.22,4.09,6.75,0.21,9.513
4659,4,red_wine,8.20,1.02,6.86,3.50,2.68,25.50,7.00,2.70,5.50,21.01,1.31,4.59,5.55,0.70,0.13,4.568999999999999
4660,4,white_wine,8.95,1.01,3.84,3.58,1.92,23.90,3.04,5.10,24.20,39.45,1.79,1.43,3.65,6.10,0.10,4.538499999999999
4661,4,white_wine,8.00,1.02,0.63,3.55,13.61,25.30,2.51,3.75,48.40,64.17,1.24,2.54,4.09,9.65,0.23,8.878499999999999
4662,3,white_wine,7.45,1.02,3.11,3.22,10.56,24.90,3.04,11.10,55.00,70.71,1.30,1.86,3.07,7.05,0.28,7.4165
4663,5,red_wine,9.60,1.02,1.71,3.43,4.39,34.10,3.83,11.40,6.60,15.29,1.73,3.53,5.55,1.60,0.18,5.7325
4664,5,white_wine,9.10,1.01,19.83,3.27,3.44,22.50,3.70,5.70,20.90,27.90,0.81,1.36,1.61,4.15,0.10,5.1525
4665,4,white_wine,8.35,1.02,2.58,3.59,8.66,24.10,2.64,5.85,34.10,48.35,1.87,2.60,4.53,6.75,0.10,7.027
4666,4,red_wine,8.55,1.02,1.42,3.42,2.49,27.70,6.20,0.60,14.30,33.42,1.46,6.82,5.55,2.50,0.16,4.6035
4667,5,white_wine,7.95,1.02,8.84,3.67,7.62,23.10,2.11,4.80,51.70,64.94,1.33,1.80,4.67,9.85,0.14,6.483
4668,3,white_wine,7.65,1.02,2.76,3.25,9.61,22.10,1.98,2.25,110.00,114.75,1.56,2.42,1.17,10.05,0.21,7.110999999999999
4669,3,red_wine,7.85,1.02,5.36,3.68,2.58,29.10,6.73,6.60,22.00,33.50,1.33,3.84,5.99,3.10,0.04,4.4334999999999996
4670,3,white_wine,8.45,1.02,5.32,3.76,1.82,25.10,1.19,5.55,18.70,30.88,1.91,3.16,9.64,3.45,0.06,4.3515
4671,5,white_wine,8.55,1.01,2.49,3.51,3.06,22.30,2.90,8.40,50.60,66.71,1.07,2.17,5.11,8.65,0.14,4.844
4672,5,white_wine,8.70,1.01,1.61,3.32,2.87,24.10,1.06,5.40,29.70,40.75,1.07,1.24,2.19,4.60,0.05,4.792
4673,4,white_wine,7.75,1.02,3.02,3.35,9.14,25.70,4.49,3.90,36.30,50.40,2.28,3.04,4.82,9.65,0.15,6.973000000000001
4674,4,white_wine,8.05,1.02,4.47,3.41,8.57,23.70,0.40,4.05,48.40,62.61,1.82,2.17,2.19,4.90,0.16,6.859
4675,5,white_wine,9.60,1.01,4.94,3.52,1.35,23.50,1.45,5.85,14.30,20.08,1.74,1.43,2.34,3.25,0.19,4.529
4676,3,white_wine,7.85,1.02,3.15,3.39,8.29,22.90,2.51,6.75,56.10,62.80,1.34,2.54,3.80,9.50,0.09,6.6739999999999995
4677,4,white_wine,8.70,1.01,0.77,3.43,3.92,21.50,0.92,4.20,61.60,81.62,1.61,2.23,0.73,7.25,0.09,5.2284999999999995
4678,4,white_wine,8.15,1.01,5.79,3.44,1.73,23.10,1.19,4.95,14.30,26.91,0.90,1.18,4.82,4.65,0.16,4.1615
4679,4,white_wine,8.80,1.01,6.70,3.25,2.63,23.30,4.55,3.75,24.20,32.54,1.19,1.55,2.77,4.05,0.05,4.7204999999999995
4680,5,white_wine,9.10,1.01,5.37,3.55,2.58,22.30,3.56,3.60,26.40,48.79,1.93,1.55,5.40,6.35,0.19,4.850499999999999
4681,4,red_wine,9.00,1.02,8.03,3.60,2.58,27.70,2.90,5.70,19.80,31.06,0.91,3.16,7.30,3.30,0.30,4.824
4682,3,white_wine,8.50,1.02,2.65,3.36,11.80,22.10,1.06,4.05,41.80,55.61,1.85,1.30,1.75,4.60,0.18,8.301
4683,3,red_wine,7.85,1.02,3.38,3.49,4.01,23.70,7.26,1.80,16.50,30.51,1.07,5.58,5.69,6.00,0.11,4.976999999999999
4684,5,white_wine,9.35,1.01,2.28,3.46,4.01,23.10,3.30,4.50,36.30,53.83,1.91,1.67,5.99,4.10,0.10,5.496499999999999
4685,4,red_wine,8.20,1.02,6.90,3.62,2.40,26.70,7.00,4.50,11.00,23.07,1.23,4.65,5.69,2.20,0.09,4.475
4686,5,red_wine,8.35,1.02,14.03,3.53,2.11,25.50,6.60,0.15,12.10,24.37,1.35,4.90,4.96,0.60,0.17,4.398
4687,5,white_wine,9.20,1.01,5.65,3.17,4.67,24.50,3.30,3.30,9.90,19.08,0.93,1.36,4.38,3.35,0.01,5.664499999999999
4688,3,white_wine,8.60,1.01,13.15,3.36,4.39,21.90,2.90,3.45,45.10,59.18,1.43,1.80,4.09,5.65,0.08,5.3709999999999996
4689,3,red_wine,7.70,1.02,7.45,3.36,2.02,27.70,7.66,3.90,3.30,10.58,1.96,4.03,7.59,0.85,0.38,4.109
4690,4,white_wine,8.80,1.01,3.38,3.44,1.92,23.70,1.98,6.00,4.40,20.41,1.53,2.36,7.01,6.35,0.15,4.465
4691,3,white_wine,7.70,1.02,1.99,3.25,12.94,24.30,3.30,9.60,12.10,17.24,1.02,2.91,2.48,4.95,0.19,8.4605
4692,3,white_wine,8.50,1.01,4.35,3.66,1.92,23.90,1.45,4.95,68.20,76.33,1.61,2.11,4.38,7.15,0.10,4.393
4693,4,white_wine,7.70,1.02,3.59,3.33,6.86,23.10,1.85,10.80,35.20,39.23,1.83,2.05,2.04,8.10,0.19,6.0405
4694,4,white_wine,8.95,1.01,2.08,3.39,1.73,22.90,1.85,5.10,60.50,75.48,0.91,0.87,7.01,5.45,0.02,4.433999999999999
4695,4,white_wine,8.45,1.02,1.69,3.42,7.81,24.30,2.77,5.10,52.80,68.45,2.02,1.67,2.63,6.10,0.04,6.6964999999999995
